uid,civilite,prenom,nom,date_naissance,ville_naissance,groupe_politique,departement,circonscription,profession_declaree,insee_cat_socpro,insee_fam_socpro,wikidata_url,frwiki_url,plus_haut_diplome,domaines_etudes,a_travaille_prive,a_travaille_public,carriere_politique_seule,profil_carriere,confiance,notes
PA720038,Mme,Sandrine,Josso,1975-09-19,Guérande,Les Démocrates,Loire-Atlantique,7,Autre profession libérale,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30343090,https://fr.wikipedia.org/wiki/Sandrine_Josso,inconnu,medecine-sante,1,0,0,prive_uniquement,moyenne,"Une enquête de presse (breizh-info.com, 2019) documente en détail son activité professionnelle réelle : ouverture d'un cabinet de coaching/consultation en nutrition à Vannes en mars 2007, avec des antennes à Bruz, Guérande et Pontchâteau, vente de consultations et de compléments alimentaires, quelques interventions à l'IPDD ; la société a connu une procédure de redressement judiciaire (cessation des paiements au 01/02/2014, jugement du 07/08/2015) puis une liquidation close le 29/01/2018. La même enquête affirme n'avoir trouvé aucune trace des diplômes qu'elle revendiquait (« ingénieur en nutrition et diplômée en communication », un master en coaching en Angleterre jamais terminé) : ces titres sont donc traités comme non vérifiés et non retenus, conformément à la note déjà présente dans le jeu de données. Le titre « diététicienne » figurant dans l'infobox Wikipedia n'est pas un motif suffisant d'inférence de diplôme d'État compte tenu de cette controverse documentée. Sources : breizh-info.com (enquête), Wikipedia FR, fiche AN. - Diplôme laissé volontairement à « inconnu » malgré l'infobox du wikitext brut Wikipédia qui indique « profession = Diététicienne » : cette mention n'est pas retenue comme preuve d'un diplôme, car l'enquête de presse déjà citée par le chercheur précédent (breizh-info.com, 2019) affirme n'avoir trouvé aucune trace des diplômes qu'elle revendiquait (notamment un titre d'« ingénieur en nutrition »). Appliquer la règle d'inférence des professions réglementées (diététicien → bac+2) serait donc malhonnête ici puisqu'il existe une source contradictoire spécifique mettant en doute ce titre ; conformément à la consigne de ne jamais inventer un diplôme, le niveau reste « inconnu ». Le JSON HATVP local ne comporte aucune activité déclarée (liste « activites » vide), ce qui est cohérent avec l'absence de salariat classique documentée par ailleurs. Recherche complémentaire infructueuse sur le blog personnel WordPress et l'article du Point (tous deux bloqués ou sans contenu exploitable, non liés à Josso). Carrière inchangée par rapport au premier passage."
PA840869,Mme,Florence,Joubert,1965-06-30,Reims,Rassemblement National,Dordogne,3,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q63349050,https://fr.wikipedia.org/wiki/Florence_Joubert,bac+2,enseignement,1,1,0,mixte_public_prive,moyenne,"La biographie Wikipedia est centrée sur son parcours politique (déléguée départementale RN Dordogne depuis 2021, assistante parlementaire de Serge Muller après son élection en 2022). Sa profession déclarée à l'Assemblée nationale, « cadre de la fonction publique », est corroborée par la classification d'occupation Wikidata qui inclut « cadres de la fonction publique » et « salarié du secteur médical », suggérant une carrière antérieure dans la fonction publique hospitalière, mais aucun établissement employeur nommé n'a pu être identifié malgré plusieurs recherches. Aucune information de formation/diplôme trouvée. Sources consultées : Wikipedia FR, fiche AN, Wikidata (entité Q63349050). Les moteurs de recherche web étaient indisponibles ou bloqués (quota WebSearch épuisé, DuckDuckGo/Brave anti-bot, Bing non pertinent) pendant l'essentiel de cette session, empêchant la recherche de presse régionale (Sud Ouest) qui aurait pu préciser son établissement employeur. - Le wikitext brut de l'article Wikipédia (non visible dans l'extrait trimé) révèle, sourcé par Sud Ouest (5 juillet 2024), que Florence Joubert est « institutrice à Paris avant de s'installer en Dordogne en 1995, où elle travaille dans la restauration de maisons et le secrétariat médical » ; l'infobox indique par ailleurs la profession « Ancienne institutrice ». Ceci recoupe et éclaire l'emploi HATVP « Secrétariat médical » chez SCM ORL Associés (01/2019-09/2020), jusqu'ici sans lien établi avec son parcours. Le métier d'instituteur (et non de professeur des écoles, titre créé en 1989-1990) était recruté par concours après le baccalauréat avec deux ans de formation à l'École normale, soit un niveau bac+2 ; inférence de profession réglementée, confiance plafonnée à moyenne. Le profil bascule de « public_uniquement » à « mixte_public_prive » : enseignement public avant 1995, puis activités privées/indépendantes en Dordogne (rénovation, secrétariat médical), puis collaboration parlementaire."
PA643192,Mme,Chantal,Jourdan,1958-09-02,Domfront,Socialistes et apparentés,Orne,1,Psychologue,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q97405844,https://fr.wikipedia.org/wiki/Chantal_Jourdan,bac+5,medecine-sante,0,1,0,public_uniquement,moyenne,"Le titre de psychologue implique légalement un master, non détaillé explicitement par la source ; secteur d'exercice déduit de la catégorie INSEE fonction publique."
PA346782,M.,Philippe,Juvin,1964-02-01,Orléans,Droite Républicaine,Hauts-de-Seine,3,Professeur de médecine,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q445705,https://fr.wikipedia.org/wiki/Philippe_Juvin,doctorat,medecine-sante | sciences,0,1,0,public_uniquement,haute,
PA795998,Mme,Émeline,K/Bidi,1987-05-13,Saint-Denis,Gauche Démocrate et Républicaine,Réunion,4,Avocate,Professions libérales,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112633721,https://fr.wikipedia.org/wiki/%C3%89meline_K/Bidi,bac+5,droit,1,0,0,prive_uniquement,haute,
PA335054,Mme,Marietta,Karamanli,1964-12-18,Athènes,Socialistes et apparentés,Sarthe,2,Professeur dans l'enseignement supérieur,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3293018,https://fr.wikipedia.org/wiki/Marietta_Karamanli,doctorat,sciences politiques,0,1,0,public_uniquement,haute,
PA719372,M.,Guillaume,Kasbarian,1987-02-28,Marseille,Ensemble pour la République,Eure-et-Loir,1,Consultant en stratégie d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30497082,https://fr.wikipedia.org/wiki/Guillaume_Kasbarian,bac+5,gestion-commerce,1,0,0,prive_uniquement,haute,
PA795156,Mme,Fatiha,Keloua Hachi,1971-06-05,Paris,Socialistes et apparentés,Seine-Saint-Denis,8,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112653927,https://fr.wikipedia.org/wiki/Fatiha_Keloua-Hachi,bac+5,lettres-sciences humaines | education,0,1,0,public_uniquement,haute,
PA794130,M.,Andy,Kerbrat,1990-10-01,Toulouse,La France insoumise - Nouveau Front Populaire,Loire-Atlantique,2,Chargé d'assistance automobile,Employés administratifs d'entreprise,Employés,http://www.wikidata.org/entity/Q112650362,https://fr.wikipedia.org/wiki/Andy_Kerbrat,bac_ou_moins,arts,1,0,0,prive_uniquement,haute,A entamé des études d'histoire en faculté mais les a abandonnées.
PA719052,M.,Loïc,Kervran,1984-02-11,Moulins,Horizons & Indépendants,Cher,3,Autre cadre (secteur privé),Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30339229,https://fr.wikipedia.org/wiki/Lo%C3%AFc_Kervran,bac+5,sciences politiques | lettres-sciences humaines,1,0,0,prive_uniquement,haute,
PA643184,Mme,Brigitte,Klinkert,1956-07-22,Colmar,Ensemble pour la République,Haut-Rhin,1,Ancien cadre,Sans profession déclarée,Sans profession déclarée,http://www.wikidata.org/entity/Q63764562,https://fr.wikipedia.org/wiki/Brigitte_Klinkert,bac+3_4,droit,0,1,0,public_uniquement,haute,"L'infobox Wikipédia confirme le DEUG de droit (1976) et l'IRA de Metz (1977-1978), cohérent avec un parcours d'attachée territoriale (bac+3_4). Le corps profession de l'infobox était vide, et le PDF de CV officiel cité en référence (haut-rhin.fr) redirige aujourd'hui vers le site générique de la Collectivité européenne d'Alsace (lien mort). La carrière professionnelle pré-ministérielle, absente de Wikipédia, a été retrouvée et vérifiée par curl+grep dans un article BFMTV (AFP, 06/07/2020) dont le texte a été confirmé présent sur la page : « a été chargée de mission au conseil général du Bas-Rhin de 1979 à 2011, puis auprès de la région Alsace, puis Grand Est jusqu'en 2017 » — soit 38 ans de fonction publique territoriale avant de devenir présidente du conseil départemental du Haut-Rhin (2017) puis ministre (2020)."
PA719798,M.,Daniel,Labaronne,1955-07-16,Paris,Ensemble pour la République,Indre-et-Loire,2,Retraité de l'enseignement supérieur,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30335887,https://fr.wikipedia.org/wiki/Daniel_Labaronne,doctorat,economie,1,1,0,mixte_public_prive,haute,
PA720846,M.,Bastien,Lachaud,1980-08-05,Vitry sur Seine,La France insoumise - Nouveau Front Populaire,Seine-Saint-Denis,6,Professeur du secondaire et technique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30349862,https://fr.wikipedia.org/wiki/Bastien_Lachaud,bac+5,lettres-sciences humaines | education,0,1,0,public_uniquement,haute,
PA794146,Mme,Julie,Laernoes,1982-07-03,Delft,Écologiste et Social,Loire-Atlantique,4,Ancien cadre,Sans profession déclarée,Sans profession déclarée,http://www.wikidata.org/entity/Q112650708,https://fr.wikipedia.org/wiki/Julie_Laernoes,bac+5,droit | sciences politiques,0,0,1,politique_principalement,haute,
PA841223,M.,Tristan,Lahais,1983-05-11,Rennes,Écologiste et Social,Ille-et-Vilaine,2,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q126819332,https://fr.wikipedia.org/wiki/Tristan_Lahais,bac+3_4,lettres-sciences humaines,0,0,1,politique_principalement,moyenne,L'achèvement de la licence d'histoire n'est pas explicitement confirmé et aucun emploi hors mandats politiques n'est mentionné.
PA841729,M.,Abdelkader,Lahmar,1971-05-12,Lyon,La France insoumise - Nouveau Front Populaire,Rhône,7,"(34) - Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q126876003,https://fr.wikipedia.org/wiki/Abdelkader_Lahmar,bac+5,gestion-commerce | education,0,1,0,public_uniquement,haute,
PA795516,M.,Maxime,Laisney,1981-01-19,Lisieux,La France insoumise - Nouveau Front Populaire,Seine-et-Marne,10,"Professeur des écoles, instituteur et assimilé",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112652777,https://fr.wikipedia.org/wiki/Maxime_Laisney,bac+3_4,education,0,1,0,public_uniquement,moyenne,"Niveau d'études déduit de l'obtention du concours de professeur des écoles, non détaillé explicitement."
PA721004,Mme,Amélia,Lakrafi,1978-03-20,Casablanca,Ensemble pour la République,Français établis hors de France,10,Chef d'entreprise,Commerçants et assimilés,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q30345381,https://fr.wikipedia.org/wiki/Amal_Am%C3%A9lia_Lakrafi,inconnu,armee-securite | informatique,1,0,0,prive_uniquement,moyenne,"Selon Wikipedia FR, elle étudie à l'Institut national des techniques économiques et comptables (CNAM-Intec) puis à l'Institut national des hautes études de la sécurité et de la justice (INHESJ, promotion 2015, spécialisation « Intelligence économique, sécurité et sûreté des entreprises » à l'École militaire) ; son propre site de campagne confirme ce diplôme INHESJ 2015 mais, conformément à la note déjà présente dans le jeu de données, l'INHESJ est une formation professionnelle continue de haut niveau et non un diplôme universitaire classique, et le passage par le CNAM-Intec n'est décrit que comme des études suivies sans obtention de diplôme confirmée nulle part : le niveau d'études reste donc inconnu. Sa carrière d'entrepreneure est mieux documentée : fondatrice-dirigeante d'AZGUARD, société de conseil/formation en cybersécurité (source : site officiel de campagne, corroboré par Wikipedia), plus un engagement bénévole comme réserviste cyberdéfense (grade commandant), qui n'est pas traité comme emploi public salarié. Confiance moyenne car la source principale sur la carrière est son propre site de campagne, non recoupée par une source indépendante lors de cette session (moteurs de recherche indisponibles). - Wikitext brut et site personnel (amelialakrafi.fr/votre-deputee/biographie, texte vérifié par curl+grep) confirment : études au CNAM-Intec puis diplômée en 2015 de l'INHESJ (spécialisation intelligence économique, sécurité et sûreté des entreprises, École militaire) ; création d'une première société Bizinnov en 2009 (non mentionnée dans le lot précédent), puis AZGUARD en 2016. Son propre site précise que son siège 2018-2022 au conseil d'administration de l'Agence française de développement (repris dans le HATVP comme rôle « dirigeant ») découle de son mandat de députée, et non d'un emploi salarié : exclu de la carrière professionnelle. Conformément au raisonnement déjà établi lors du passage précédent, l'INHESJ est une formation professionnelle continue de haut niveau et non un diplôme universitaire classique clairement gradué (bac+3/bac+5) ; le CNAM-Intec n'est associé à aucun diplôme nommé (BTS, DCG, DSCG) dans les sources disponibles. Diplôme maintenu à « inconnu » par honnêteté, faute de mieux."
